random_point_id,random_person_name,longitude,latitude,something,something_else,random_amount,random_timestamp,random_look_up_value,random_another_look_up_value,with a space
490,b034da0df95dd8f62fa77dc0bf1334be,5999.878326,602097.1894,a5ff6e432859b1509d4f384128423e08,0.315984037,261.45,5/12/2017 11:46,1827dc8bfa6fad8a1962de8af9c3c2ec,f179dd96b50e793869eabcc7a312ef23,19492f8cb8ea6888bb5093f7a1ec3fc4
491,b1b2e18664442c3ca590481c60da3a42,233369.8504,311622.5826,e63a95d705fd773ea88d2bb3abfa0117,0.220698622,587.6,5/31/2015 11:03,8deb6ada12f7c7b8b567085253aa21c6,409932fe9ab3798b134d2958da56ee6c,60fdbdb7e42eaa1124411de77c975919
492,1d3b1a900923e7dbaf1e154d9c20ff88,240998.2706,588220.8404,f8eaa161ab54fe0ca1a885a20cd545ee,0.574858362,672.65,8/11/2024 17:11,5ece93aa4e0eece3c98167b8d2f84935,fc271b90f89d810d1bcd7c30d618245f,894f0751967735ba77506cceaa99640b
493,4e617c3f43c1fcac1e63be80658825be,187398.213,602678.3416,2449451dc98472aab58522c800b6189c,0.34767402,439.15,7/22/2024 0:30,19970d6c0936b4fce425b0b3b075f794,14a45473bebf8b039a0b4282ad59b627,2343b78e4eff0e8199a9f6ff76cd4661
494,0669bbeed3644e36f823054476a2cc53,90802.01389,316715.1194,b83080a056a7235d00f6d383b29dcaf0,0.090907993,61.6,9/29/2015 22:57,8deb6ada12f7c7b8b567085253aa21c6,14ecb7e068cc04ebee5eaf45d393d74d,913dd3a71fd91112400d7cf67dcac73f
495,948cd7f278cdbc8932384995e4ec93bf,82742.30624,429035.8484,91179dfe435f2d091d6e9163825d7b0e,0.19572546,770.9,10/11/2020 14:03,ecf6da762b4b6eba1655076051e12eec,dc763e56827e002836ec099b221007cd,fc8670b0ebcf3c89b644cb0936acc443
496,b759b90c2b945b8d72d165405f3240fc,175254.268,330888.5744,47e97f4e9fbac727c27eb0c4276cd580,0.245990333,521.6,4/7/2019 20:28,1827dc8bfa6fad8a1962de8af9c3c2ec,f67e5130bf2acec9a891808b7048afb1,80c6ce91d25e8e5eccb04faa4f055786
497,3e6fd434312afa377a6b5bcf08f3938c,272413.4326,454893.0821,6de97cd3fce19bb6c49fe3c15a1b405a,0.551030752,697.1,4/28/2022 6:24,ecf6da762b4b6eba1655076051e12eec,c5bd1db39ae0228758e1fc55c8528dd4,354cd50ebb26e7f40f678d18cb12bdd1
498,964ca5c1773d450cbe945e08dad4c735,13379.35813,321391.764,db7cdcecc14a88f061241ad1072a7c3f,0.952453572,242.5,12/26/2016 14:25,8deb6ada12f7c7b8b567085253aa21c6,6ac68e483f84d950176e59a981cabaaf,a92b1d84ec22b8979597011ee408d8fd
499,3d1f5c593aba029ea60a224dfbe8bbf9,172042.0703,588476.2726,8b8d0d6dea1876f23fec1561d9543bdc,0.831393498,694.7,8/25/2019 4:20,81117d7c63055f282982ebe847813842,4e0ed7e5304a6c0d2ad5bd1e742d1e2e,dca7fa652a5ec83814535a70f9c0fe44
500,eaa70e4e8570b90768269afbde909366,45290.89202,633869.2134,76dc68b7e8d21c9603ad95f7461f82eb,0.016710453,839.28,10/9/2017 10:00,8deb6ada12f7c7b8b567085253aa21c6,877ceff138f040ca25bd4c1f0080e450,3447897ad98d61b9a6f0c8137f1ebe5b
501,bc028c325eefa42f93a98b9f87b861b4,67894.71367,602910.2663,4237bae295f1884c42472d649e4a0a81,0.992543846,522.91,5/15/2023 13:35,52c8e4603c7177eb32818f861ea03e3f,fc46bd9380b9fb8320d798d53118a8ec,7dd878a857350bf0ec5542d91aace783
502,829ad103756ab16eeaed0deeea051571,194040.5048,509738.0994,f4dc5ee688b2b99740675d4a209a271e,0.516114831,146.22,12/2/2018 0:38,5ece93aa4e0eece3c98167b8d2f84935,55ae0b274409ec376826af84057e3f1a,dc993a690c610515cff19bdedf05eaa7
503,c51d6805952724682b89f26da09dfa3a,25818.87102,595129.6527,713abebbfa8faa6b66d0d7514098aa22,0.933932838,759.78,11/10/2016 4:59,81117d7c63055f282982ebe847813842,d1da98786cc28976d33805f6f6cfca86,df18651cc7528275f3c705705ca3c164
504,7e120cd09d188144d355677ff1a37feb,236006.4989,450353.1391,6290acb7466d9bfb48a209cdc4365bbd,0.186180834,484.84,5/24/2018 15:54,d71002068cfe3b06b7c282b708a328a2,3e99c87269e0c2b5b23d13ea97180516,9bb9237b5c6d1e873a404fe51438e9b3
505,996cb3d686ee2b943f1efff33c6e0d55,62123.42521,568572.9045,3f1619097119d1a719de71d930afc412,0.633970318,230.09,5/28/2023 23:12,1827dc8bfa6fad8a1962de8af9c3c2ec,3e99c87269e0c2b5b23d13ea97180516,2238b0990cfc9aa7f97c1790ebd14e23
506,6081cd1c71ba466dd51a77cbfdfefda1,226696.9043,538393.6116,4546d1dd354db5079f983aeb6b400768,0.460692233,719.48,5/10/2024 22:14,52c8e4603c7177eb32818f861ea03e3f,3d5e9d92d82233bf1d861827bba9432a,efa90ed2bdd876803c86ec25d286a425
507,982ccf8d6a542badb20253a66aa6dd98,199754.0787,314356.6664,8d88924cf63a0163b880d36acdb41869,0.874539143,576.34,1/24/2017 22:46,52c8e4603c7177eb32818f861ea03e3f,7eac6e542ca5c9152257a23e848b254a,1fd3643bb800188ff281dbe6c5f5194e
508,7ebcbc39ab0c2cf3ed78c6546092fd2d,276137.8173,510529.5331,190ddf598a62a79d7b53a086845389ac,0.671507427,313.7,4/29/2016 19:38,f5392d09ce712c934137c95838e72a30,f67e5130bf2acec9a891808b7048afb1,9dba59fe4c0106b9a2ecc452f554f688
509,2ae574872aa5ced82bdc082d56408e7e,112287.7175,579047.633,eb33d77856b4bc5be7b3d72451ca0ab0,0.763251292,295.99,7/16/2015 9:01,8deb6ada12f7c7b8b567085253aa21c6,9c04b332a35c602691a9829718258976,b82dd6ed0a3ff8e9a8eb535a93b603dd
510,b30e7df630bcdbb0c356d020cc355d10,76959.04823,589517.5828,7fe02c3dbddeb1f9f33b4c349dd6bd04,0.997873298,93.85,1/11/2015 17:33,34c1c74077518df33ce0f86681e8aba0,8d6d5c5a4026e47002c02b2c9c0339d5,bb3c8df7878c84de7077a439f07b8a87
511,48355f0c28ef46b7459dca623c5f02d4,16003.57739,377621.2926,d52113107f6a0241315e2af7b13750ab,0.329294251,732.98,11/18/2021 18:10,8deb6ada12f7c7b8b567085253aa21c6,c8a6ca40b16431a491e23e8e1e009065,1576c62317ca2ff2549bd0e30ef25bf1
512,53404f3bc9eccfb46dae5252030a48bf,267105.4662,589353.5014,93ee82b63cadf086530442c61117c470,0.05681896,513.21,3/19/2015 3:31,5ece93aa4e0eece3c98167b8d2f84935,37f0deeecbb04b0fc43fdb3119c7ff99,7060c578b8434ccb6316c980dda9122e
513,2507e76b1c83c91dcb6dea8c9bc0d1d4,190813.0559,516776.6327,8b1a48be8c7e5b967c66dfb21f965c7a,0.254848876,770.53,7/24/2020 11:09,19970d6c0936b4fce425b0b3b075f794,409932fe9ab3798b134d2958da56ee6c,36d1726a5d3024a12c3539b772e5d9ae
514,d4817a3f0778aff6726bf0c4ea4b231c,20000.79604,569990.7515,9e2df8aeecdaba41c2c0ba76070862da,0.546708272,890.59,10/8/2017 0:40,f5392d09ce712c934137c95838e72a30,79266883512d1f63cf287c78d29153cd,9ad468776816cc63906647677bf00738
515,6dd50e27dcfbe67219761e21bb967d40,23074.72433,438016.7277,273f9fbc1b6b5da8843c3fd78a179032,0.308942753,324.64,3/8/2021 21:51,ecf6da762b4b6eba1655076051e12eec,914ad54332afb5a1f06d6875822c702a,488e4fbc181c6eff7a20bc4b290b5f9c
516,650da274b152ea7a576a057ea4cde833,149240.2988,469413.8364,dc8ca9bbf6193d7589d335305dad8111,0.09528778,371.82,3/6/2024 0:47,52c8e4603c7177eb32818f861ea03e3f,f179dd96b50e793869eabcc7a312ef23,c93ee69624b63fa4065002921037e18a
517,dbef5b0bfcf091d7244de17dde677245,106788.2205,553806.207,2182c3c94f7f26361ed69115015dc3b1,0.274235873,184.03,3/18/2021 23:58,f5392d09ce712c934137c95838e72a30,fc271b90f89d810d1bcd7c30d618245f,6c712b1d90731354d6dfab7b48d3e728
518,32c02bfbc3eb2398beea9f2cc8de6a77,3553.825616,524218.5861,f6d0ef7b8c228a58c4fbb6be0da5b028,0.421574568,230.65,8/19/2017 8:52,34c1c74077518df33ce0f86681e8aba0,7eac6e542ca5c9152257a23e848b254a,8009b2138d55f362ec787de75ed98651
519,5ce5c63a72578e4475b45026f51c296f,144840.7136,362309.2213,969dd73cf7256fe1b77447e8fcfdbce2,0.099618271,282.3,5/4/2016 14:45,81117d7c63055f282982ebe847813842,9c04b332a35c602691a9829718258976,5e2e16d8bd80c0d337ae3e4dddb8cb2f
520,4678b4760c538ce715f8eafbeefd47da,187376.4994,331146.4774,a2e4bd337031ee7987c6aeee54655e09,0.097686327,587.52,5/1/2021 17:16,81117d7c63055f282982ebe847813842,c5bd1db39ae0228758e1fc55c8528dd4,b8ee9e5fb7d20c5a248975750441899c
521,0c4c298f893e8a944beed6b232cf17e6,59939.65831,353184.5688,6f2825f62b8b4caee5fc5f0a70b38bfc,0.672632067,122,6/2/2024 15:48,ecf6da762b4b6eba1655076051e12eec,ad987d707012e13441710368437caeed,56bd5bc8a3324025bc92d21868f9aee6
522,62bfe519826f8e1e656fc0620e5f8c32,33606.7714,471518.1936,ee1b78345468ad88ada19bd45c63c67c,0.592223722,680.31,2/10/2015 19:04,34c1c74077518df33ce0f86681e8aba0,d1da98786cc28976d33805f6f6cfca86,b9146a5532161720fe52b04c0fb52811
523,cee11db38998f8fecde00d9468193110,65002.95881,318025.2087,8e7486175ff252a721887f2ed9564da0,0.985613191,797.47,8/13/2015 1:14,d71002068cfe3b06b7c282b708a328a2,883e4bca0ba2058e3cbea43808e10352,93b4e428a0c228a18db5a7c58701d05f
524,bdd021743a2ad604c38ae2198f7ed709,263000.594,357315.5478,722e1a2317fe68290bcb9a1d054663c1,0.891073013,470.72,2/1/2017 16:10,19970d6c0936b4fce425b0b3b075f794,bb7aec065bd203d91f84a7fdb6657705,1c4fb5439131edf720dc200e2bdec0bd
525,c7d2520b0e45a2f902b863d062a7105b,14447.76506,579469.8093,aa24a631553dd2e63fea6d8c3b1be0ff,0.568080846,885.12,1/26/2018 10:28,5ece93aa4e0eece3c98167b8d2f84935,79266883512d1f63cf287c78d29153cd,2c4b654b7e1a0f436332d1fd0e1b4edd
526,877949ae484130b9fbd44c847563c65b,275801.5006,337313.6494,dcce4f5adccb2cd8530834deaa14ce89,0.824504624,612.8,1/19/2017 4:20,f5392d09ce712c934137c95838e72a30,c5bd1db39ae0228758e1fc55c8528dd4,2de9a06d38f52a060d44d8252eda4f73
527,2b69750ae205db54e44ef802bf91d389,35956.95105,307436.1514,bb6669ad2eb3c8607cb8d55129bd534c,0.875285615,384.45,7/15/2024 4:36,81117d7c63055f282982ebe847813842,55ae0b274409ec376826af84057e3f1a,694cd3f41021f4b1741d202d37e38285
528,b3767a34817470cc926a8e865c04f318,96545.04461,365840.3218,f538f45f17320943124ddd32d75e8d47,0.28120124,647.36,3/23/2023 13:08,f5392d09ce712c934137c95838e72a30,3bd0bc72b0e2827ed7e27f6e7fd13789,338b1e1b854aa63ac809117fc895dae7
529,6b59993c30d0957e64c49a1b9eafc8f6,64755.22323,413602.1062,5b3857fc2b3652830c1731d61ea43c7d,0.858959908,902.04,4/24/2021 14:54,52c8e4603c7177eb32818f861ea03e3f,f67e5130bf2acec9a891808b7048afb1,3f43cc689cf5dc75cac4ce9184c3412d
530,8d9fe49621c48b99592d9cb8481c15d4,172690.7021,519416.6031,dc34c7c870da0ed9d234ce4e5c3f4c02,0.760356764,716.59,6/11/2023 13:56,1827dc8bfa6fad8a1962de8af9c3c2ec,3bd0bc72b0e2827ed7e27f6e7fd13789,53e21228bfa308a7bb612cd096cf39cd
531,c4d793bc3f92d9a4cb18fea60d84942a,215026.2291,488755.5439,f68117cca884b0ddac3dba88ed9cacc8,0.201197257,373.34,7/8/2016 22:07,8deb6ada12f7c7b8b567085253aa21c6,3e99c87269e0c2b5b23d13ea97180516,fe8059a72c2ecadf53504df7c676717e
532,74da48a7040b4c634067a457630dfb68,128339.212,385242.3881,a030af64a12059c10963838ca49759c6,0.202245315,117.39,1/25/2016 10:53,d71002068cfe3b06b7c282b708a328a2,99cf8c0554a76a27fa2c987f363f52df,d7a33ec9a1e56b2bba0e5eddc87330e5
533,22b8001da35083858f7ce389f52a85b8,59748.15957,604740.4233,7d3dadc82555ee49b4a6f2f42c8cbf96,0.666019796,813.26,11/30/2019 12:22,1827dc8bfa6fad8a1962de8af9c3c2ec,37f0deeecbb04b0fc43fdb3119c7ff99,6b7c82353721d3241c20ba8c837120fe
534,a30563db7023248919ce6732e2e991ab,216553.4562,443315.8709,9813d84f2b3ff96fdef3e035578294df,0.745667252,630.57,9/27/2024 21:59,52c8e4603c7177eb32818f861ea03e3f,b45096243a1345200c27b3d30b74058a,8ec68ec988c4b76c52cdfffa09a2f56c
535,b36c0a5c48373bd1980e0ea242461d4a,213068.5304,360565.5148,4d9f78a2796abde70d6d76518d77c323,0.715576052,876.7,6/25/2021 17:46,52c8e4603c7177eb32818f861ea03e3f,3d5e9d92d82233bf1d861827bba9432a,abfb97d158498cba7221094d860029b3
536,710ae667d8e0ffa3aba553f53916b722,151210.4931,349018.652,3df3767c2f5d2a81f86aa1712b44157c,0.987437007,774.35,9/26/2024 5:37,81117d7c63055f282982ebe847813842,fc46bd9380b9fb8320d798d53118a8ec,ad7f5e4f683eb1eb5e89cbc3edf927bd
537,5b6f7f26cb77e1cd7d6c427034a3c1c7,75401.65121,481721.0662,208c498bd9a12913069670acee45d89a,0.949044015,393.87,9/18/2020 6:20,1827dc8bfa6fad8a1962de8af9c3c2ec,578e2cf99fed46485ed552c92bde2e53,0da3e292b3d356c487288224cc0f3a14
538,4e617c3f43c1fcac1e63be80658825be,185167.9809,352635.124,bc8ccba19851b561c71fecef2704ca82,0.464585352,936.85,11/8/2016 8:12,f5392d09ce712c934137c95838e72a30,c8a6ca40b16431a491e23e8e1e009065,ab4e417394c0e4e060e8880224088969
539,0e3863c8592e7f225d4d0223cd1f02ec,136789.6477,325972.4057,2ee8d961440069192a8de674caf44b92,0.052197224,522.87,10/1/2022 16:24,ecf6da762b4b6eba1655076051e12eec,dd5d7d93462beb43c7ff571c582dfd27,92ae0e0bf0166710193522dbbba7bc5d
540,b19f4ddf927699bfdbbc8754c76b7747,205027.9577,362329.7199,3adb41591d514aeb48fa476a533ce6ff,0.444206501,741.37,10/14/2017 0:45,19970d6c0936b4fce425b0b3b075f794,c0dd80d809670a3fecd0618897d28f87,5a19e102d8fdaa680bb4999dba471b8f
541,4dc4674f34d1f9e33bf1672f0f8e569f,168175.3875,376807.8221,63499b98c3afbf9efaf853e6b1eace94,0.794224483,733.21,9/8/2021 4:26,1827dc8bfa6fad8a1962de8af9c3c2ec,dc763e56827e002836ec099b221007cd,71a81eadca5ebedf89f3dde1e683bef5
542,b9ca1b1cfc0adbbddc19b624cf85830d,98351.79611,393983.3777,299746033b4671b09547f68e5ef88b81,0.688888293,991.36,6/13/2023 13:50,8deb6ada12f7c7b8b567085253aa21c6,14ecb7e068cc04ebee5eaf45d393d74d,bbf304d59929d0e8658b3aef8fba3966
543,b9ca1b1cfc0adbbddc19b624cf85830d,77072.9458,565265.4585,48044a178057f8a8b0b040296416f01a,0.175776554,498.99,1/8/2015 13:59,1827dc8bfa6fad8a1962de8af9c3c2ec,184dc21d43a0d8b90698e794bc36dec9,94d9352fc7864ef38249f16ed844debc
544,1dd5f25ff116a7f762b56d61c922ee87,123289.6209,510101.499,362bc5ff53aa368032e667d8127639bc,0.667421497,129.16,3/12/2024 17:51,ecf6da762b4b6eba1655076051e12eec,81e2ffa98a664eb7fe9ee1c063145ddc,ee913f91070d1b1216767911aad002ac
545,0e8727eace64022e5a8b06d02d879fe9,132350.5584,435972.4593,02182944bc146e501312374a1647f3b7,0.118346064,339.41,8/13/2016 5:36,81117d7c63055f282982ebe847813842,79266883512d1f63cf287c78d29153cd,e27d385ffac8bc4f707763f403ada4ce
546,a27d612413a51d387dec79cccdbcc9d7,40159.76038,341800.1601,9701ed0fed6cd9bcb0c0a187fbe42bcc,0.70099209,323,9/13/2017 17:15,34c1c74077518df33ce0f86681e8aba0,14a45473bebf8b039a0b4282ad59b627,c31558ba3db22a380e264da020c76e75
547,c4a0015f6d377845fd222a55f0cd2ebc,214528.3864,499763.2551,c1dc040c49795aabe3e5d718e49a9b33,0.089969614,696.52,9/1/2018 8:51,d71002068cfe3b06b7c282b708a328a2,f179dd96b50e793869eabcc7a312ef23,4a82235a92ff7d073bcbb292b0786503
548,b50055ed352390d91250ebd8861a9c08,222035.0445,604622.5567,72e17406214dd14e569ece002a82e2d6,0.774318197,71.32,2/1/2017 16:28,5ece93aa4e0eece3c98167b8d2f84935,242bb6b9f39c2b463c5a2f126c47cc28,61c83c37b53cb244f3eeb2ddf5d3ddcd
549,5b1675348efe3947e3025fb2beed8d66,282753.5407,313946.7087,8349418b44884f1da0f35dbe621f92ab,0.785873932,86.74,12/16/2015 7:56,ecf6da762b4b6eba1655076051e12eec,ad987d707012e13441710368437caeed,46bf2babf6f74653a2f73d674547dd86
550,42a06fbedab57635f9d2fbfcee8efa1f,77495.47054,521503.8901,0f655968674b0f42142cff2f9e23251c,0.199201143,581.58,3/17/2018 19:17,d71002068cfe3b06b7c282b708a328a2,c0dd80d809670a3fecd0618897d28f87,275879d75d20e6dd20f5f0f467ee046e
551,31411199593c5ad9103bde7d2bcce6a6,83688.84705,421077.4942,28832b15094730ac0400fdc7f3625b01,0.425070701,2.42,2/15/2018 2:42,34c1c74077518df33ce0f86681e8aba0,81e2ffa98a664eb7fe9ee1c063145ddc,03f1cba08de373d16d2d7dff4956572b
552,e6ab6eabf6dca9c95f1a74539657b7d2,190017.1265,562408.7638,c40062f3c140d2f34093ad2486035b69,0.994717949,142.6,1/24/2021 15:45,5ece93aa4e0eece3c98167b8d2f84935,8d6d5c5a4026e47002c02b2c9c0339d5,b6ce25bed3e91f7b23ed6fac1cb98c94
553,259e24629bcaa58976e46ff3b234158d,21111.52416,499365.5887,97420065606135fe6554202747c716ff,0.385037515,173.77,11/5/2017 11:22,19970d6c0936b4fce425b0b3b075f794,fc46bd9380b9fb8320d798d53118a8ec,939a172df9148f05dbd8c1ba826e13e6
554,cb44c5fbdb3d1f6bd1d4b5ce016d71b1,21729.39544,625533.499,4b5c7179be4eb2b1d6c2b6444ad2bcb3,0.743790349,265.22,2/10/2016 5:48,5ece93aa4e0eece3c98167b8d2f84935,c0dd80d809670a3fecd0618897d28f87,2232777bc2be7689374b15e4a642d94b
555,9a5b807387fa307c30a941bd4dc4baa8,83460.84886,467302.573,a1fcbd1b5f71e184e97870d40f129795,0.77650523,28.8,9/5/2024 10:53,8deb6ada12f7c7b8b567085253aa21c6,14a45473bebf8b039a0b4282ad59b627,a8fc4de1c4a2ee33652f315ba6255f1a
556,f3c6201df3e7f1311dd03759d4e2987c,121035.7588,397862.083,6a373d2e9914ac7b4059a8f914e6be60,0.800123272,515.47,7/28/2016 11:32,ecf6da762b4b6eba1655076051e12eec,8e0d4d7eea9e5c7b218f941fc7f5f7d7,096409ccfac41caed16ea6211494923b
557,e024beacc79d7e2ac55fc9fc44dc6a78,4722.042952,397250.4056,d0f59547d59fb6281b5bce778e6c1490,0.159004776,510.32,11/1/2015 17:27,ecf6da762b4b6eba1655076051e12eec,d1da98786cc28976d33805f6f6cfca86,c3e4ab2e7e8f74b8be661c59b2096067
558,8d9fe49621c48b99592d9cb8481c15d4,119489.5065,605469.2998,2e59a300354bc74fb97df4bca659f982,0.052513493,707.47,2/27/2023 23:31,34c1c74077518df33ce0f86681e8aba0,c2813e1ed62ca7cdc872aef5388af0ef,e61ae76694b05e18db5ceb76bae9bea8
559,5141b29cdcce65ea54964de618b81a84,108751.0953,400292.1801,58a3e6640025a3133e7dc8a490a90bbc,0.915209335,824.13,5/23/2016 5:24,8deb6ada12f7c7b8b567085253aa21c6,4f5bd24332aed852095d16ab82b7fce3,8a875100ad15e4579f6f4c91bb1ca85f
560,47faedb89f912d1c48881b7645cf55a3,113248.8625,441742.0664,af77bb05cfcb38121aeb891497b44247,0.005287035,460.48,3/9/2017 20:48,5ece93aa4e0eece3c98167b8d2f84935,6ac68e483f84d950176e59a981cabaaf,fa4aba0a2f5b3ef4e4cd3d928bdadbe2
561,1075810dc3f10052457c8973709b6a09,20456.096,346250.1934,ba7a0572d17ce66300134d23f3d8f5d9,0.838240571,201.12,5/4/2022 6:37,34c1c74077518df33ce0f86681e8aba0,afb3f11317a87728c704268db1ceaac1,37d6f063559bc0016c6614e793ab8f79
562,3e5341f001b2fdb4ad556799be51a50f,47906.60901,531201.7802,4d3c748aa27f866de7cd442c3ec31c2e,0.704131644,54.8,10/31/2022 17:41,1827dc8bfa6fad8a1962de8af9c3c2ec,2b3cf8f50053136f87e82501d2f3f079,79c9183876e94fcd5e84a4e4d522a692
563,0a11ef55b85321efe34b6e4867a9724f,255631.7186,572319.6503,b1f9f407ebd5d05f773ad44e6a3c0257,0.24099043,358.87,6/15/2020 23:27,ecf6da762b4b6eba1655076051e12eec,160005ec3beafc59eb13132b5adfc4ca,2e7b296a1ffeee3634a5a77d76752bf7
564,dd119df231b0111d26608157117f3dc9,248151.9933,414569.8791,e7efb3d281ae16614fc53a87c9b68e88,0.025848528,45.98,3/24/2018 15:05,f5392d09ce712c934137c95838e72a30,c2813e1ed62ca7cdc872aef5388af0ef,361a638fae65d90a3d094b015b169e24
565,81290484481dd3321361d6c733ded8a5,90325.76459,514020.3304,b7973d0a9ca1957464a87e13f9131b1e,0.370142844,44.2,5/3/2019 4:06,34c1c74077518df33ce0f86681e8aba0,5044fc86c1c25ab1ddad10b09f1afc32,e5c3fa5aedcb186ba9d5bf0f45a8e863
566,84ab0b185954184085c817df04974fd1,243274.9083,630600.9039,552e64c0b28abf092addc63e084f59d9,0.058555336,214.82,2/28/2019 19:34,52c8e4603c7177eb32818f861ea03e3f,b63c0f2567cc10079f4dae731f245a02,b022c9cf8e29203f10cd849e72f83804
567,105fe7975d5a229af1f53d850c4a382e,73642.80483,441870.2214,faf17ab1009d52494db4db09fcbd5119,0.099962467,828.61,10/1/2015 7:18,5ece93aa4e0eece3c98167b8d2f84935,b45096243a1345200c27b3d30b74058a,fafe04f7343aff29f7af8ed6b729f40d
568,26ed74c50d8f76f89460d5cc5047ba0a,31962.57472,332441.4117,ebc363c3c5c526ec00bfb4147b5e53c7,0.725630172,142.47,7/31/2017 0:53,34c1c74077518df33ce0f86681e8aba0,afb3f11317a87728c704268db1ceaac1,62f3d35605ee84365a448a71b9c09953
569,5296834dcd7dfce9b2d06b6407498b64,57389.06415,561320.9122,2b59f05304378c007033c89fe601b8dd,0.792050399,211.96,5/5/2020 9:55,34c1c74077518df33ce0f86681e8aba0,c8a6ca40b16431a491e23e8e1e009065,4aee7a221c0f0fa11720fb93ab741b05
570,225fd2cf31a9b9e626d04193774a30ee,40607.25373,565269.197,db6e8b9d9b37261eca76bc94ebd42ae5,0.452194255,5.76,5/30/2020 2:20,f5392d09ce712c934137c95838e72a30,e564186a1e4c49d75ed684a0c4e5c4c0,552efed2783bea853a3081a186f4e2e0
571,b7628fdbb3c694dab53d8766114aacd9,15113.95034,328869.222,21bbe6e6f0912a1704f93625770f7fb0,0.837149663,67.55,11/8/2015 17:24,52c8e4603c7177eb32818f861ea03e3f,3e99c87269e0c2b5b23d13ea97180516,d0178591efcf8ae8a885cbc45d821368
572,c21ddfc35464e655b8e8b97088be32f3,256342.5062,314497.0264,3461278ae824747c61e46c4d9223f62f,0.537188634,87.26,2/23/2022 21:35,52c8e4603c7177eb32818f861ea03e3f,55ae0b274409ec376826af84057e3f1a,4e7ee6c8bab4ef81c22cedda08b5ed68
573,a948423104402cd2618f23c5f71ff91f,40929.59362,421525.9315,98c71c619f98094c9b6dd0d063a9f4a3,0.743716008,532.87,3/9/2020 11:04,34c1c74077518df33ce0f86681e8aba0,ff18130d0961523e395ac673192f28ab,12269912e24fb9950812a9a47c364b96
574,21aed04dfd65cc0c58abb68fc3f151cb,72509.699,401840.9624,e761dd9510c76a4368dadebd78a6af6f,0.977108208,987.62,4/6/2017 12:21,d71002068cfe3b06b7c282b708a328a2,6db6cc359f1fb74069aacc03213e845d,58e7fa56cdb6c9096ce1d80d216438d6
575,52b339e9fa3df282fa7ddc2241ab9202,173184.1517,417586.7229,f229f78b1fb7a1ca5b09f6df05dcef5f,0.705352427,615.42,5/3/2015 6:17,ecf6da762b4b6eba1655076051e12eec,c2813e1ed62ca7cdc872aef5388af0ef,0c76d5e565fe6cf8b7f0995d4631c365
576,aadcbddb2d4a1ce021aed4b4ff703efa,187644.4969,338139.9586,6cac8702c0538758f9eac5d138dd0d29,0.789214078,614.8,10/26/2015 1:52,34c1c74077518df33ce0f86681e8aba0,4f5bd24332aed852095d16ab82b7fce3,77ec10ace1e17de579a5bd2fa737929b
577,adfce890aa4e58f56674f94217680571,120412.2064,357970.0403,3615c5019b2a6dffb926117f8340f4e0,0.365338597,41.81,8/3/2021 8:16,f5392d09ce712c934137c95838e72a30,fc271b90f89d810d1bcd7c30d618245f,02e83cf143648ea418de7d5ce50d921f
578,d4817a3f0778aff6726bf0c4ea4b231c,225213.4345,437544.449,186fe0e5a7b37dbf6e4455ecc67977cc,0.402553101,705.48,8/31/2017 10:19,5ece93aa4e0eece3c98167b8d2f84935,dc763e56827e002836ec099b221007cd,b79a912cbcee91a174e85fddfa1b5f72
579,a5bc00114de940cd2ad1976ebc83f4aa,8588.517127,416204.3524,8640a9ca95884dd7522b9ff7ec1f7ecf,0.001369245,230.73,7/10/2024 6:15,ecf6da762b4b6eba1655076051e12eec,5044fc86c1c25ab1ddad10b09f1afc32,308e65224db956fcc85b91b472501849
580,37ac293172bc4e1e6c847d7282dd8c5d,225500.9266,454827.8212,afb713bb7d53f454369ea12418d923d0,0.424371312,908.11,4/30/2017 6:19,d71002068cfe3b06b7c282b708a328a2,d1da98786cc28976d33805f6f6cfca86,08a5dd9f874ba700cf0f0a85909ecb7e
581,a8e7a784e7da927d8612f4d218037761,47954.34125,412658.5501,a2deec9d33131c86b99411ab2b820d9d,0.577248271,716.96,2/4/2020 17:34,52c8e4603c7177eb32818f861ea03e3f,fc46bd9380b9fb8320d798d53118a8ec,20f895277feb99e2fd72ba949d5d9ea8
582,bc2c4dd7fccb3035e759185fbdde5a89,210193.6773,324692.3033,c27900fe381e4e70d79b945985f622a3,0.047515692,325.54,12/19/2022 3:32,81117d7c63055f282982ebe847813842,3e99c87269e0c2b5b23d13ea97180516,e360eb0242199e6308da72777b1ae2f7
583,b6192be49904a109d67f27f774037a5c,176977.0846,629883.3479,9918e1bd6b2bc5f221e2d7ef84452ab0,0.050668273,893.3,8/4/2020 13:23,ecf6da762b4b6eba1655076051e12eec,b63c0f2567cc10079f4dae731f245a02,4b184868fc043f86bd8a23b1921bbd21
584,ac9a9a8e850f7f81721fe03cbdf1f74d,223037.0618,330596.2732,34342e844e9fb9975591c0da999b2c99,0.541176585,876.91,12/23/2018 7:59,d71002068cfe3b06b7c282b708a328a2,37f0deeecbb04b0fc43fdb3119c7ff99,5e366226cc3dcb4201454e5947c80ded
585,47faedb89f912d1c48881b7645cf55a3,173467.1866,460064.7956,6725fea1392f4f7b6eea1b52da7353a8,0.98733791,571.29,5/19/2021 12:03,81117d7c63055f282982ebe847813842,3f74f39725ba05d22c2470cf0689c5a6,43dbfcb2f9a68c495e5aa7626b0e6695
